,,,,,,,,,,10,,,,,100,,,10,,,,,,,,,,,,,10,,,,,,,10,,,,
24.5,0.01501,,24.5,80,,24.5,2.01,,24.5,0,0,,24.5,43.5,0.435,,24.5,66.35,6.635,,24.5,29.7,,24.5,8.344,,24.5,4,,24.5,245,280,,24.5,17,,24.5,245,390.94,,24.5,5.99
26.6,0.02899,,26.6,40,,26.6,1.25,,26.6,0,0,,26.6,42.9,0.429,,26.6,69.39,6.939,,26.6,34.5,,26.6,8.7921,,26.6,1,,26.6,266,335,,26.6,19.7,,26.6,266,389.85,,26.6,5.89
18.6,0.07244,,18.6,60,,18.6,1.69,,18.6,0,0,,18.6,41.1,0.411,,18.6,58.84,5.884,,18.6,18.5,,18.6,10.7103,,18.6,4,,18.6,186,411,,18.6,18.3,,18.6,186,392.33,,18.6,7.79
17.8,8.98296,,17.8,0,,17.8,18.1,,17.8,10,1,,17.8,77,0.77,,17.8,62.12,6.212,,17.8,97.4,,17.8,2.1222,,17.8,24,,17.8,178,666,,17.8,20.2,,17.8,178,377.73,,17.8,17.6
21.7,3.8497,,21.7,0,,21.7,18.1,,21.7,10,1,,21.7,77,0.77,,21.7,63.95,6.395,,21.7,91,,21.7,2.5052,,21.7,24,,21.7,217,666,,21.7,20.2,,21.7,217,391.34,,21.7,13.27
22.7,5.20177,,22.7,0,,22.7,18.1,,22.7,10,1,,22.7,77,0.77,,22.7,61.27,6.127,,22.7,83.4,,22.7,2.7227,,22.7,24,,22.7,227,666,,22.7,20.2,,22.7,227,395.43,,22.7,11.48
22.6,4.26131,,22.6,0,,22.6,18.1,,22.6,0,0,,22.6,77,0.77,,22.6,61.12,6.112,,22.6,81.3,,22.6,2.5091,,22.6,24,,22.6,226,666,,22.6,20.2,,22.6,226,390.74,,22.6,12.67
25,4.54192,,25,0,,25,18.1,,25,0,0,,25,77,0.77,,25,63.98,6.398,,25,88,,25,2.5182,,25,24,,25,250,666,,25,20.2,,25,250,374.56,,25,7.79
20.8,3.67822,,20.8,0,,20.8,18.1,,20.8,0,0,,20.8,77,0.77,,20.8,53.62,5.362,,20.8,96.2,,20.8,2.1036,,20.8,24,,20.8,208,666,,20.8,20.2,,20.8,208,380.79,,20.8,10.19
27.5,4.55587,,27.5,0,,27.5,18.1,,27.5,0,0,,27.5,71.8,0.718,,27.5,35.61,3.561,,27.5,87.9,,27.5,1.6132,,27.5,24,,27.5,275,666,,27.5,20.2,,27.5,275,354.7,,27.5,7.12
21.9,3.69695,,21.9,0,,21.9,18.1,,21.9,0,0,,21.9,71.8,0.718,,21.9,49.63,4.963,,21.9,91.4,,21.9,1.7523,,21.9,24,,21.9,219,666,,21.9,20.2,,21.9,219,316.03,,21.9,14
23.1,13.5222,,23.1,0,,23.1,18.1,,23.1,0,0,,23.1,63.1,0.631,,23.1,38.63,3.863,,23.1,100,,23.1,1.5106,,23.1,24,,23.1,231,666,,23.1,20.2,,23.1,231,131.42,,23.1,13.33
50,4.89822,,50,0,,50,18.1,,50,0,0,,50,63.1,0.631,,50,49.7,4.97,,50,100,,50,1.3325,,50,24,,50,500,666,,50,20.2,,50,500,375.52,,50,3.26
50,6.53876,,50,0,,50,18.1,,50,10,1,,50,63.1,0.631,,50,70.16,7.016,,50,97.5,,50,1.2024,,50,24,,50,500,666,,50,20.2,,50,500,392.05,,50,2.96
50,9.2323,,50,0,,50,18.1,,50,0,0,,50,63.1,0.631,,50,62.16,6.216,,50,100,,50,1.1691,,50,24,,50,500,666,,50,20.2,,50,500,366.15,,50,9.53
50,8.26725,,50,0,,50,18.1,,50,10,1,,50,66.8,0.668,,50,58.75,5.875,,50,89.6,,50,1.1296,,50,24,,50,500,666,,50,20.2,,50,500,347.88,,50,8.88
13.8,11.1081,,13.8,0,,13.8,18.1,,13.8,0,0,,13.8,66.8,0.668,,13.8,49.06,4.906,,13.8,100,,13.8,1.1742,,13.8,24,,13.8,138,666,,13.8,20.2,,13.8,138,396.9,,13.8,34.77
13.8,18.4982,,13.8,0,,13.8,18.1,,13.8,0,0,,13.8,66.8,0.668,,13.8,41.38,4.138,,13.8,100,,13.8,1.137,,13.8,24,,13.8,138,666,,13.8,20.2,,13.8,138,396.9,,13.8,37.97
13.9,15.288,,13.9,0,,13.9,18.1,,13.9,0,0,,13.9,67.1,0.671,,13.9,66.49,6.649,,13.9,93.3,,13.9,1.3449,,13.9,24,,13.9,139,666,,13.9,20.2,,13.9,139,363.02,,13.9,23.24
13.3,9.82349,,13.3,0,,13.3,18.1,,13.3,0,0,,13.3,67.1,0.671,,13.3,67.94,6.794,,13.3,98.8,,13.3,1.358,,13.3,24,,13.3,133,666,,13.3,20.2,,13.3,133,396.9,,13.3,21.24
11.3,9.18702,,11.3,0,,11.3,18.1,,11.3,0,0,,11.3,70,0.7,,11.3,55.36,5.536,,11.3,100,,11.3,1.5804,,11.3,24,,11.3,113,666,,11.3,20.2,,11.3,113,396.9,,11.3,23.6
12.3,7.99248,,12.3,0,,12.3,18.1,,12.3,0,0,,12.3,70,0.7,,12.3,55.2,5.52,,12.3,100,,12.3,1.5331,,12.3,24,,12.3,123,666,,12.3,20.2,,12.3,123,396.9,,12.3,24.56
8.8,20.0849,,8.8,0,,8.8,18.1,,8.8,0,0,,8.8,70,0.7,,8.8,43.68,4.368,,8.8,91.2,,8.8,1.4395,,8.8,24,,8.8,88,666,,8.8,20.2,,8.8,88,285.83,,8.8,30.63
10.5,24.3938,,10.5,0,,10.5,18.1,,10.5,0,0,,10.5,70,0.7,,10.5,46.52,4.652,,10.5,100,,10.5,1.4672,,10.5,24,,10.5,105,666,,10.5,20.2,,10.5,105,396.9,,10.5,28.28
7.4,22.5971,,7.4,0,,7.4,18.1,,7.4,0,0,,7.4,70,0.7,,7.4,50,5,,7.4,89.5,,7.4,1.5184,,7.4,24,,7.4,74,666,,7.4,20.2,,7.4,74,396.9,,7.4,31.99
11.5,8.15174,,11.5,0,,11.5,18.1,,11.5,0,0,,11.5,70,0.7,,11.5,53.9,5.39,,11.5,98.9,,11.5,1.7281,,11.5,24,,11.5,115,666,,11.5,20.2,,11.5,115,396.9,,11.5,20.85
23.2,5.29305,,23.2,0,,23.2,18.1,,23.2,0,0,,23.2,70,0.7,,23.2,60.51,6.051,,23.2,82.5,,23.2,2.1678,,23.2,24,,23.2,232,666,,23.2,20.2,,23.2,232,378.38,,23.2,18.76
9.7,11.5779,,9.7,0,,9.7,18.1,,9.7,0,0,,9.7,70,0.7,,9.7,50.36,5.036,,9.7,97,,9.7,1.77,,9.7,24,,9.7,97,666,,9.7,20.2,,9.7,97,396.9,,9.7,25.68
12.7,13.3598,,12.7,0,,12.7,18.1,,12.7,0,0,,12.7,69.3,0.693,,12.7,58.87,5.887,,12.7,94.7,,12.7,1.7821,,12.7,24,,12.7,127,666,,12.7,20.2,,12.7,127,396.9,,12.7,16.35
12.5,5.87205,,12.5,0,,12.5,18.1,,12.5,0,0,,12.5,69.3,0.693,,12.5,64.05,6.405,,12.5,96,,12.5,1.6768,,12.5,24,,12.5,125,666,,12.5,20.2,,12.5,125,396.9,,12.5,19.37
5,38.3518,,5,0,,5,18.1,,5,0,0,,5,69.3,0.693,,5,54.53,5.453,,5,100,,5,1.4896,,5,24,,5,50,666,,5,20.2,,5,50,396.9,,5,30.59
5.6,25.0461,,5.6,0,,5.6,18.1,,5.6,0,0,,5.6,69.3,0.693,,5.6,59.87,5.987,,5.6,100,,5.6,1.5888,,5.6,24,,5.6,56,666,,5.6,20.2,,5.6,56,396.9,,5.6,26.77
7.2,14.2362,,7.2,0,,7.2,18.1,,7.2,0,0,,7.2,69.3,0.693,,7.2,63.43,6.343,,7.2,100,,7.2,1.5741,,7.2,24,,7.2,72,666,,7.2,20.2,,7.2,72,396.9,,7.2,20.32
8.3,24.8017,,8.3,0,,8.3,18.1,,8.3,0,0,,8.3,69.3,0.693,,8.3,53.49,5.349,,8.3,96,,8.3,1.7028,,8.3,24,,8.3,83,666,,8.3,20.2,,8.3,83,396.9,,8.3,19.77
27.9,11.9511,,27.9,0,,27.9,18.1,,27.9,0,0,,27.9,65.9,0.659,,27.9,56.08,5.608,,27.9,100,,27.9,1.2852,,27.9,24,,27.9,279,666,,27.9,20.2,,27.9,279,332.09,,27.9,12.13
17.2,7.40389,,17.2,0,,17.2,18.1,,17.2,0,0,,17.2,59.7,0.597,,17.2,56.17,5.617,,17.2,97.9,,17.2,1.4547,,17.2,24,,17.2,172,666,,17.2,20.2,,17.2,172,314.64,,17.2,26.4
16.3,28.6558,,16.3,0,,16.3,18.1,,16.3,0,0,,16.3,59.7,0.597,,16.3,51.55,5.155,,16.3,100,,16.3,1.5894,,16.3,24,,16.3,163,666,,16.3,20.2,,16.3,163,210.97,,16.3,20.08
7,45.7461,,7,0,,7,18.1,,7,0,0,,7,69.3,0.693,,7,45.19,4.519,,7,100,,7,1.6582,,7,24,,7,70,666,,7,20.2,,7,70,88.27,,7,36.98
7.2,18.0846,,7.2,0,,7.2,18.1,,7.2,0,0,,7.2,67.9,0.679,,7.2,64.34,6.434,,7.2,100,,7.2,1.8347,,7.2,24,,7.2,72,666,,7.2,20.2,,7.2,72,27.25,,7.2,29.05
10.4,25.9406,,10.4,0,,10.4,18.1,,10.4,0,0,,10.4,67.9,0.679,,10.4,53.04,5.304,,10.4,89.1,,10.4,1.6475,,10.4,24,,10.4,104,666,,10.4,20.2,,10.4,104,127.36,,10.4,26.64
8.8,73.5341,,8.8,0,,8.8,18.1,,8.8,0,0,,8.8,67.9,0.679,,8.8,59.57,5.957,,8.8,100,,8.8,1.8026,,8.8,24,,8.8,88,666,,8.8,20.2,,8.8,88,16.45,,8.8,20.62
8.4,11.8123,,8.4,0,,8.4,18.1,,8.4,0,0,,8.4,71.8,0.718,,8.4,68.24,6.824,,8.4,76.5,,8.4,1.794,,8.4,24,,8.4,84,666,,8.4,20.2,,8.4,84,48.45,,8.4,22.74
11.7,8.79212,,11.7,0,,11.7,18.1,,11.7,0,0,,11.7,58.4,0.584,,11.7,55.65,5.565,,11.7,70.6,,11.7,2.0635,,11.7,24,,11.7,117,666,,11.7,20.2,,11.7,117,3.65,,11.7,17.16
8.3,15.8603,,8.3,0,,8.3,18.1,,8.3,0,0,,8.3,67.9,0.679,,8.3,58.96,5.896,,8.3,95.4,,8.3,1.9096,,8.3,24,,8.3,83,666,,8.3,20.2,,8.3,83,7.68,,8.3,24.39
10.9,37.6619,,10.9,0,,10.9,18.1,,10.9,0,0,,10.9,67.9,0.679,,10.9,62.02,6.202,,10.9,78.7,,10.9,1.8629,,10.9,24,,10.9,109,666,,10.9,20.2,,10.9,109,18.82,,10.9,14.52
11,7.36711,,11,0,,11,18.1,,11,0,0,,11,67.9,0.679,,11,61.93,6.193,,11,78.1,,11,1.9356,,11,24,,11,110,666,,11,20.2,,11,110,96.73,,11,21.52
9.5,9.33889,,9.5,0,,9.5,18.1,,9.5,0,0,,9.5,67.9,0.679,,9.5,63.8,6.38,,9.5,95.6,,9.5,1.9682,,9.5,24,,9.5,95,666,,9.5,20.2,,9.5,95,60.72,,9.5,24.08
14.1,10.0623,,14.1,0,,14.1,18.1,,14.1,0,0,,14.1,58.4,0.584,,14.1,68.33,6.833,,14.1,94.3,,14.1,2.0882,,14.1,24,,14.1,141,666,,14.1,20.2,,14.1,141,81.33,,14.1,19.69
16.1,6.44405,,16.1,0,,16.1,18.1,,16.1,0,0,,16.1,58.4,0.584,,16.1,64.25,6.425,,16.1,74.8,,16.1,2.2004,,16.1,24,,16.1,161,666,,16.1,20.2,,16.1,161,97.95,,16.1,12.03
14.3,5.58107,,14.3,0,,14.3,18.1,,14.3,0,0,,14.3,71.3,0.713,,14.3,64.36,6.436,,14.3,87.9,,14.3,2.3158,,14.3,24,,14.3,143,666,,14.3,20.2,,14.3,143,100.19,,14.3,16.22
11.7,13.9134,,11.7,0,,11.7,18.1,,11.7,0,0,,11.7,71.3,0.713,,11.7,62.08,6.208,,11.7,95,,11.7,2.2222,,11.7,24,,11.7,117,666,,11.7,20.2,,11.7,117,100.63,,11.7,15.17
8.7,15.1772,,8.7,0,,8.7,18.1,,8.7,0,0,,8.7,74,0.74,,8.7,61.52,6.152,,8.7,100,,8.7,1.9142,,8.7,24,,8.7,87,666,,8.7,20.2,,8.7,87,9.32,,8.7,26.45
12.8,9.39063,,12.8,0,,12.8,18.1,,12.8,0,0,,12.8,74,0.74,,12.8,56.27,5.627,,12.8,93.9,,12.8,1.8172,,12.8,24,,12.8,128,666,,12.8,20.2,,12.8,128,396.9,,12.8,22.88
10.5,22.0511,,10.5,0,,10.5,18.1,,10.5,0,0,,10.5,74,0.74,,10.5,58.18,5.818,,10.5,92.4,,10.5,1.8662,,10.5,24,,10.5,105,666,,10.5,20.2,,10.5,105,391.45,,10.5,22.11
17.1,9.72418,,17.1,0,,17.1,18.1,,17.1,0,0,,17.1,74,0.74,,17.1,64.06,6.406,,17.1,97.2,,17.1,2.0651,,17.1,24,,17.1,171,666,,17.1,20.2,,17.1,171,385.96,,17.1,19.52
18.4,5.66637,,18.4,0,,18.4,18.1,,18.4,0,0,,18.4,74,0.74,,18.4,62.19,6.219,,18.4,100,,18.4,2.0048,,18.4,24,,18.4,184,666,,18.4,20.2,,18.4,184,395.69,,18.4,16.59
15.4,9.96654,,15.4,0,,15.4,18.1,,15.4,0,0,,15.4,74,0.74,,15.4,64.85,6.485,,15.4,100,,15.4,1.9784,,15.4,24,,15.4,154,666,,15.4,20.2,,15.4,154,386.73,,15.4,18.85
10.8,12.8023,,10.8,0,,10.8,18.1,,10.8,0,0,,10.8,74,0.74,,10.8,58.54,5.854,,10.8,96.6,,10.8,1.8956,,10.8,24,,10.8,108,666,,10.8,20.2,,10.8,108,240.52,,10.8,23.79
11.8,10.6718,,11.8,0,,11.8,18.1,,11.8,0,0,,11.8,74,0.74,,11.8,64.59,6.459,,11.8,94.8,,11.8,1.9879,,11.8,24,,11.8,118,666,,11.8,20.2,,11.8,118,43.06,,11.8,23.98
12.6,9.92485,,12.6,0,,12.6,18.1,,12.6,0,0,,12.6,74,0.74,,12.6,62.51,6.251,,12.6,96.6,,12.6,2.198,,12.6,24,,12.6,126,666,,12.6,20.2,,12.6,126,388.52,,12.6,16.44
14.1,9.32909,,14.1,0,,14.1,18.1,,14.1,0,0,,14.1,71.3,0.713,,14.1,61.85,6.185,,14.1,98.7,,14.1,2.2616,,14.1,24,,14.1,141,666,,14.1,20.2,,14.1,141,396.9,,14.1,18.13
15.2,5.44114,,15.2,0,,15.2,18.1,,15.2,0,0,,15.2,71.3,0.713,,15.2,66.55,6.655,,15.2,98.2,,15.2,2.3552,,15.2,24,,15.2,152,666,,15.2,20.2,,15.2,152,355.29,,15.2,17.73
16.1,5.09017,,16.1,0,,16.1,18.1,,16.1,0,0,,16.1,71.3,0.713,,16.1,62.97,6.297,,16.1,91.8,,16.1,2.3682,,16.1,24,,16.1,161,666,,16.1,20.2,,16.1,161,385.09,,16.1,17.27
17.8,8.24809,,17.8,0,,17.8,18.1,,17.8,0,0,,17.8,71.3,0.713,,17.8,73.93,7.393,,17.8,99.3,,17.8,2.4527,,17.8,24,,17.8,178,666,,17.8,20.2,,17.8,178,375.87,,17.8,16.74
14.1,4.75237,,14.1,0,,14.1,18.1,,14.1,0,0,,14.1,71.3,0.713,,14.1,65.25,6.525,,14.1,86.5,,14.1,2.4358,,14.1,24,,14.1,141,666,,14.1,20.2,,14.1,141,50.92,,14.1,18.13
13.5,8.20058,,13.5,0,,13.5,18.1,,13.5,0,0,,13.5,71.3,0.713,,13.5,59.36,5.936,,13.5,80.3,,13.5,2.7792,,13.5,24,,13.5,135,666,,13.5,20.2,,13.5,135,3.5,,13.5,16.94
14.9,7.75223,,14.9,0,,14.9,18.1,,14.9,0,0,,14.9,71.3,0.713,,14.9,63.01,6.301,,14.9,83.7,,14.9,2.7831,,14.9,24,,14.9,149,666,,14.9,20.2,,14.9,149,272.21,,14.9,16.23
20,6.80117,,20,0,,20,18.1,,20,0,0,,20,71.3,0.713,,20,60.81,6.081,,20,84.4,,20,2.7175,,20,24,,20,200,666,,20,20.2,,20,200,396.9,,20,14.7
16.4,4.81213,,16.4,0,,16.4,18.1,,16.4,0,0,,16.4,71.3,0.713,,16.4,67.01,6.701,,16.4,90,,16.4,2.5975,,16.4,24,,16.4,164,666,,16.4,20.2,,16.4,164,255.23,,16.4,16.42
17.7,3.69311,,17.7,0,,17.7,18.1,,17.7,0,0,,17.7,71.3,0.713,,17.7,63.76,6.376,,17.7,88.4,,17.7,2.5671,,17.7,24,,17.7,177,666,,17.7,20.2,,17.7,177,391.43,,17.7,14.65
19.5,6.65492,,19.5,0,,19.5,18.1,,19.5,0,0,,19.5,71.3,0.713,,19.5,63.17,6.317,,19.5,83,,19.5,2.7344,,19.5,24,,19.5,195,666,,19.5,20.2,,19.5,195,396.9,,19.5,13.99
20.2,5.82115,,20.2,0,,20.2,18.1,,20.2,0,0,,20.2,71.3,0.713,,20.2,65.13,6.513,,20.2,89.9,,20.2,2.8016,,20.2,24,,20.2,202,666,,20.2,20.2,,20.2,202,393.82,,20.2,10.29
21.4,7.83932,,21.4,0,,21.4,18.1,,21.4,0,0,,21.4,65.5,0.655,,21.4,62.09,6.209,,21.4,65.4,,21.4,2.9634,,21.4,24,,21.4,214,666,,21.4,20.2,,21.4,214,396.9,,21.4,13.22
19.9,3.1636,,19.9,0,,19.9,18.1,,19.9,0,0,,19.9,65.5,0.655,,19.9,57.59,5.759,,19.9,48.2,,19.9,3.0665,,19.9,24,,19.9,199,666,,19.9,20.2,,19.9,199,334.4,,19.9,14.13
19,3.77498,,19,0,,19,18.1,,19,0,0,,19,65.5,0.655,,19,59.52,5.952,,19,84.7,,19,2.8715,,19,24,,19,190,666,,19,20.2,,19,190,22.01,,19,17.15
19.1,4.42228,,19.1,0,,19.1,18.1,,19.1,0,0,,19.1,58.4,0.584,,19.1,60.03,6.003,,19.1,94.5,,19.1,2.5403,,19.1,24,,19.1,191,666,,19.1,20.2,,19.1,191,331.29,,19.1,21.32
19.1,15.5757,,19.1,0,,19.1,18.1,,19.1,0,0,,19.1,58,0.58,,19.1,59.26,5.926,,19.1,71,,19.1,2.9084,,19.1,24,,19.1,191,666,,19.1,20.2,,19.1,191,368.74,,19.1,18.13
20.1,13.0751,,20.1,0,,20.1,18.1,,20.1,0,0,,20.1,58,0.58,,20.1,57.13,5.713,,20.1,56.7,,20.1,2.8237,,20.1,24,,20.1,201,666,,20.1,20.2,,20.1,201,396.9,,20.1,14.76
19.6,4.03841,,19.6,0,,19.6,18.1,,19.6,0,0,,19.6,53.2,0.532,,19.6,62.29,6.229,,19.6,90.7,,19.6,3.0993,,19.6,24,,19.6,196,666,,19.6,20.2,,19.6,196,395.33,,19.6,12.87
23.2,3.56868,,23.2,0,,23.2,18.1,,23.2,0,0,,23.2,58,0.58,,23.2,64.37,6.437,,23.2,75,,23.2,2.8965,,23.2,24,,23.2,232,666,,23.2,20.2,,23.2,232,393.37,,23.2,14.36
13.8,8.05579,,13.8,0,,13.8,18.1,,13.8,0,0,,13.8,58.4,0.584,,13.8,54.27,5.427,,13.8,95.4,,13.8,2.4298,,13.8,24,,13.8,138,666,,13.8,20.2,,13.8,138,352.58,,13.8,18.14
16.7,4.87141,,16.7,0,,16.7,18.1,,16.7,0,0,,16.7,61.4,0.614,,16.7,64.84,6.484,,16.7,93.6,,16.7,2.3053,,16.7,24,,16.7,167,666,,16.7,20.2,,16.7,167,396.21,,16.7,18.68
12,15.0234,,12,0,,12,18.1,,12,0,0,,12,61.4,0.614,,12,53.04,5.304,,12,97.3,,12,2.1007,,12,24,,12,120,666,,12,20.2,,12,120,349.48,,12,24.91
14.6,10.233,,14.6,0,,14.6,18.1,,14.6,0,0,,14.6,61.4,0.614,,14.6,61.85,6.185,,14.6,96.7,,14.6,2.1705,,14.6,24,,14.6,146,666,,14.6,20.2,,14.6,146,379.7,,14.6,18.03
21.4,14.3337,,21.4,0,,21.4,18.1,,21.4,0,0,,21.4,61.4,0.614,,21.4,62.29,6.229,,21.4,88,,21.4,1.9512,,21.4,24,,21.4,214,666,,21.4,20.2,,21.4,214,383.32,,21.4,13.11
23,5.82401,,23,0,,23,18.1,,23,0,0,,23,53.2,0.532,,23,62.42,6.242,,23,64.7,,23,3.4242,,23,24,,23,230,666,,23,20.2,,23,230,396.9,,23,10.74
23.7,5.70818,,23.7,0,,23.7,18.1,,23.7,0,0,,23.7,53.2,0.532,,23.7,67.5,6.75,,23.7,74.9,,23.7,3.3317,,23.7,24,,23.7,237,666,,23.7,20.2,,23.7,237,393.07,,23.7,7.74
21.8,2.81838,,21.8,0,,21.8,18.1,,21.8,0,0,,21.8,53.2,0.532,,21.8,57.62,5.762,,21.8,40.3,,21.8,4.0983,,21.8,24,,21.8,218,666,,21.8,20.2,,21.8,218,392.92,,21.8,10.42
20.6,2.37857,,20.6,0,,20.6,18.1,,20.6,0,0,,20.6,58.3,0.583,,20.6,58.71,5.871,,20.6,41.9,,20.6,3.724,,20.6,24,,20.6,206,666,,20.6,20.2,,20.6,206,370.73,,20.6,13.34
19.1,5.69175,,19.1,0,,19.1,18.1,,19.1,0,0,,19.1,58.3,0.583,,19.1,61.14,6.114,,19.1,79.8,,19.1,3.5459,,19.1,24,,19.1,191,666,,19.1,20.2,,19.1,191,392.68,,19.1,14.98
20.6,4.83567,,20.6,0,,20.6,18.1,,20.6,0,0,,20.6,58.3,0.583,,20.6,59.05,5.905,,20.6,53.2,,20.6,3.1523,,20.6,24,,20.6,206,666,,20.6,20.2,,20.6,206,388.22,,20.6,11.45
15.2,0.15086,,15.2,0,,15.2,27.74,,15.2,0,0,,15.2,60.9,0.609,,15.2,54.54,5.454,,15.2,92.7,,15.2,1.8209,,15.2,4,,15.2,152,711,,15.2,20.1,,15.2,152,395.09,,15.2,18.06
8.1,0.20746,,8.1,0,,8.1,27.74,,8.1,0,0,,8.1,60.9,0.609,,8.1,50.93,5.093,,8.1,98,,8.1,1.8226,,8.1,4,,8.1,81,711,,8.1,20.1,,8.1,81,318.43,,8.1,29.68
13.6,0.10574,,13.6,0,,13.6,27.74,,13.6,0,0,,13.6,60.9,0.609,,13.6,59.83,5.983,,13.6,98.8,,13.6,1.8681,,13.6,4,,13.6,136,711,,13.6,20.1,,13.6,136,390.11,,13.6,18.07
20.1,0.11132,,20.1,0,,20.1,27.74,,20.1,0,0,,20.1,60.9,0.609,,20.1,59.83,5.983,,20.1,83.5,,20.1,2.1099,,20.1,4,,20.1,201,711,,20.1,20.1,,20.1,201,396.9,,20.1,13.35
21.8,0.17331,,21.8,0,,21.8,9.69,,21.8,0,0,,21.8,58.5,0.585,,21.8,57.07,5.707,,21.8,54,,21.8,2.3817,,21.8,6,,21.8,218,391,,21.8,19.2,,21.8,218,396.9,,21.8,12.01
18.3,0.26838,,18.3,0,,18.3,9.69,,18.3,0,0,,18.3,58.5,0.585,,18.3,57.94,5.794,,18.3,70.6,,18.3,2.8927,,18.3,6,,18.3,183,391,,18.3,19.2,,18.3,183,396.9,,18.3,14.1
17.5,0.17783,,17.5,0,,17.5,9.69,,17.5,0,0,,17.5,58.5,0.585,,17.5,55.69,5.569,,17.5,73.5,,17.5,2.3999,,17.5,6,,17.5,175,391,,17.5,19.2,,17.5,175,395.77,,17.5,15.1
22.4,0.06263,,22.4,0,,22.4,11.93,,22.4,0,0,,22.4,57.3,0.573,,22.4,65.93,6.593,,22.4,69.1,,22.4,2.4786,,22.4,1,,22.4,224,273,,22.4,21,,22.4,224,391.99,,22.4,9.67
20.6,0.04527,,20.6,0,,20.6,11.93,,20.6,0,0,,20.6,57.3,0.573,,20.6,61.2,6.12,,20.6,76.7,,20.6,2.2875,,20.6,1,,20.6,206,273,,20.6,21,,20.6,206,396.9,,20.6,9.08
23.9,0.06076,,23.9,0,,23.9,11.93,,23.9,0,0,,23.9,57.3,0.573,,23.9,69.76,6.976,,23.9,91,,23.9,2.1675,,23.9,1,,23.9,239,273,,23.9,21,,23.9,239,396.9,,23.9,5.64
11.9,0.04741,,11.9,0,,11.9,11.93,,11.9,0,0,,11.9,57.3,0.573,,11.9,60.3,6.03,,11.9,80.8,,11.9,2.505,,11.9,1,,11.9,119,273,,11.9,21,,11.9,119,396.9,,11.9,7.88
